Sample	posterior	likelihood	prior	directional3d	mutationLikelihood	lambda	alpha	beta	precision.3d.1	precision.3d.2	precision.3d.3	drift.rate.1	drift.rate.2	drift.rate.3	diffusion.rate	trait.3d.1	trait.3d.2	trait.3d.3	trait.3d.4	trait.3d.5	trait.3d.6	trait.3d.7	trait.3d.8	trait.3d.9	trait.3d.10	trait.3d.11	trait.3d.12	trait.3d.13	trait.3d.14	trait.3d.15	trait.3d.16	trait.3d.17	trait.3d.18	popSize	clockRate
44000	-1054.9473925494613	-1039.7757831855479	-15.171609363913415	244.76646797493814	-1284.542251160486	0.2499129149388769	0.018960484166985793	0.001667626761607399	59.42635433649897	66.59169467157284	64.17638941066488	-4.669984930586376	0.20908768171814884	-3.2816932924929114	0.5963335889687269	-68.52390146215815	-74.28500566856982	90.79619828589236	-75.92376348329502	2.1844885760100965	2.171565640627634	-13.613047226053794	-3.0357581638238997	-4.794550710746265	-84.14190336674099	-23.591861094898505	30.342828366842127	14.67411541390598	6.645251533713562	82.36004174739675	33.90274436590633	38.79242309760609	-36.118936300394424	0.3550287520948522	0.8033418229473009
46000	-1052.5743717607468	-1041.3384862679022	-11.235885492844492	246.60850611485745	-1287.9469923827596	0.2777379789886339	0.027808778181083956	0.00377897794154324	90.47794859523141	58.25841566395325	92.65635597069786	-2.1176218909403177	-1.1380000393976752	-1.5165944430048288	0.3486347961091702	52.017151578933166	32.27123761226963	-79.98690496660302	19.17399499050633	-86.4522662188075	-84.18949865715264	-88.63014286678802	-70.94943679657915	-92.43894856631444	61.7197201105711	76.52457212759738	45.02778532898762	-5.602251308232752	44.45158751813072	17.3901235884412	-44.56011237230649	-53.68333343508483	-92.51118360189308	0.2553140431287315	0.8443123981966608
48000	-1059.3127813991	-1042.8341525661945	-16.478628832905443	240.55482152350658	-1283.3889740897012	0.2576490436291871	0.021274183562186813	0.0029062582126188428	86.40698541220853	65.35606774780857	49.119537155986386	-9.431273327935454	6.819690070763659	-6.944280320894588	0.2689292874088944	37.331946118539676	-68.20057416457223	24.7873709043848	-71.16465691870214	-84.78738108104969	-99.60945205436379	99.58275346450338	-38.552051822833405	-87.1373194340136	-82.41763513303616	-36.027286921593586	67.6582132180315	-76.6167643918821	-5.525715948658743	-6.611768363018683	-53.474525289038496	-49.031283518223105	-79.49605169655909	0.32629939796433105	0.7797700388316743
50000	-1054.4142748346824	-1037.6315135014306	-16.7827613332518	246.72019820683283	-1284.3517117082636	0.24791556910255863	0.02444813862930454	0.0034464502612515453	97.23764856871668	78.85153660784736	97.54054834217612	-0.31065976505931836	4.306103220694254	-1.5099542964997497	9.422017794262954	32.80123803325783	-86.69664784167676	78.6118996635619	55.79620481899907	-85.86374093518342	8.606849310868185	57.01262404961906	-10.947595999581964	62.83901336329073	7.770238223179604	95.47601369325083	68.34421963999966	85.30333942480888	68.14896782136945	2.176325265401317	47.64978179631041	-21.314208907466067	-83.24483032802517	0.24896721009036393	0.9307419917028622
52000	-1047.5252689132733	-1036.6443910327953	-10.880877880478014	252.38937089868966	-1289.0337619314848	0.24040334479747033	0.021669541492358353	0.004811254146776335	87.25074451993507	90.90497208171395	94.95356270162883	3.4336464110422735	-1.6366920760068462	-1.0430593282488818	0.7048088667543162	-86.38482202419165	-69.09577888990046	5.94896642926517	-56.844005604347885	-82.29237100463973	41.69793466040237	-74.91617407428367	16.08324753799583	94.26660572965226	-86.60555906467079	60.03826321097877	62.00628560958708	-71.44990253433824	11.392469033266295	40.17327430639392	-85.6639983083065	61.58619406162772	13.443761093011474	0.23931533806681302	0.9214273695265263
54000	-1049.4711482021553	-1035.312841879407	-14.158306322748436	249.30779928360212	-1284.6206411630092	0.2654696496426829	0.02386391057942358	0.003974663510817676	81.14041091697196	85.32075751642235	59.27159585387596	3.9965802239476025	-6.075651218532055	-1.4222856566749158	1.8153331614045585	-34.86023796397025	48.79643476331728	-21.464236740523774	32.955826898847576	-95.87693438167878	9.226240553873325	-53.46264371293418	49.377071846709114	-70.04253257756098	-14.592652813834007	-0.43874896097371163	25.713398905830985	-64.88674596398403	-71.89177513190877	17.23786146242307	-84.67478253171458	10.268449845365055	8.745124472444147	0.24305322781942507	0.8016939994960184
56000	-1043.5006177833607	-1030.8584594568958	-12.642158326464886	252.189668278352	-1283.0481277352478	0.26686399215746015	0.02631373432155386	0.002944405683721451	90.92599572088601	89.2495533384602	91.4836783937029	-2.599229360166065	-0.15821693100213263	3.308032923589982	0.16772285099915538	-29.47957614055882	2.0864497473674533	51.07434124663408	85.70750953648017	-86.97699769470066	74.6979494117369	80.68379681825735	97.12484407979359	61.84585051043884	8.235133607538415	-92.78472998724526	82.66396767466637	-7.332899521711823	-22.83909422384899	-65.61385798335317	94.85877304586981	19.76419658359559	-64.69911958587043	0.21928967894715104	0.9173131738859315
58000	-1052.6412913966676	-1038.0753073196875	-14.565984076980188	248.70657802557432	-1286.7818853452618	0.2268237752436588	0.024884863602276305	0.004058242659446696	72.92272555986264	76.9307517368361	86.84456287050847	0.033537862903786575	-6.11841426372095	-3.3391149618083684	0.9696787541616771	-12.873881525436829	74.27697191323728	95.054469527013	4.975066658443254	-64.90144182640233	27.90061445924978	-82.73699155316726	97.19966280905741	-35.38293895161043	-82.96824357915153	30.77471418576151	26.821928806187287	30.475242337783044	-88.00865272340717	28.843187112617983	-73.69514078308092	0.6364914169887896	94.29253820494357	0.4549265006425623	0.9988763793511161
60000	-1056.3959325822823	-1042.3909770334049	-14.00495554887734	245.12607048401412	-1287.5170475174189	0.264063795147408	0.035485781360023054	0.002942767443236788	93.47980280620656	90.40688624968502	61.05865251825755	-5.657434785365101	-0.03158583663279568	-6.55415404513561	1.2421790118542873	19.461207838842242	86.71852365657628	36.30430934536801	-93.66588428666255	-36.17888593770809	-29.538244807928507	-57.33306246268984	39.29576878945379	98.21570038702085	-81.08785429960614	-56.47316202046271	-54.19084178598618	-73.5157315035004	93.13768732963389	-35.053644940072274	1.6492917132996467	-3.879851871654594	-92.45030255294084	0.21266482655428987	0.8197771471047409
62000	-1051.8505458311301	-1035.7388043436029	-16.111741487527215	248.5082338431028	-1284.2470381867056	0.2789502678733123	0.022934716589136983	0.0033381045387161383	91.98765005277839	85.6170429991066	94.54538639311345	5.072124859932043	4.0318751255745084	6.412261529263694	4.232360221814535	35.25362925884896	26.58758718749175	99.5238355332414	7.5244322344946255	-62.53065225782851	25.08047820606022	-33.25746739879	-40.56407652351858	-59.2558593570307	55.277378031327686	-24.739625374987142	-32.63238177658292	53.19312534254232	-65.32165698313825	32.8500626736658	-44.52062569428841	50.435541854699395	-73.43468428455365	0.224193494908245	0.9390264917018815
64000	-1055.1971677522884	-1040.9121142987537	-14.285053453534491	242.40148610968097	-1283.3136004084347	0.2723704756421155	0.023239607967408666	0.0030189385481922256	96.20927096790923	98.45134052778145	72.12702262432032	4.218352606090344	-7.773457652767657	-5.127454471135163	0.3292471955210909	24.007162409658363	31.200627504284626	-25.66282852482638	-5.971752180794951	80.1850478401447	73.3996000131702	94.53537809686696	-55.99429543693027	43.75392777864876	57.28889980404611	20.91694609419777	-34.99771447033501	7.731250446095004	-24.03564206544364	60.12135574723084	-79.70390365777811	-89.2072777830276	51.93334377998998	0.2272505341974805	0.8459627227767466
